"","Breast_GSM133995","Breast_GSM134000","Breast_GSM134005","Breast_GSM134010","Breast_GSM134015"
"55432_YOD1",2.47,3.55,3.02,2.6,2.45
"55500_ETNK1",2.96,3.13,3.69,2.82,3.28
"55502_HES6",4.22,4.92,5,5.4,4.53
"55504_TNFRSF19",4.88,4.24,4.9,4.6,4.76
"55509_BATF3",6.08,6.5,5.93,6.17,5.93
"55512_SMPD3",4.89,4.4,4.39,4.73,4.86
"55526_DHTKD1",7.61,5.89,5.85,6.15,8.47
"55556_ENOSF1",4.86,4.82,3.6,4.12,4.78
"55573_CDV3",6.9,7.69,7.71,8.12,9.08
"55602_CDKN2AIP",4.54,6.28,5.61,5.12,4.88
"55604_LRRC16A",4.18,4.21,4.47,4.71,4.22
"55608_ANKRD10",5.2,5.95,6.54,6.61,5.46
"55615_PRR5",6.47,5.43,6.29,5.76,6.49
"55619_DOCK10",3.5,3.16,4.44,4.15,3.7
"55625_ZDHHC7",6.56,6.69,7.61,7.15,7.38
"55630_SLC39A4",8.81,8.32,7.3,7.83,8.07
"55638_SYBU",4.18,4.38,4.38,5.05,4.67
"55646_LYAR",5.91,7.04,5.68,5.72,5.28
"55647_RAB20",5.47,5.5,5.23,5.23,6.09
"55679_LIMS2",6.63,6.61,8.36,6.54,6.12
"55686_MREG",6.14,4.49,4.27,4.14,5.54
"55699_IARS2",6.4,7.48,6.46,6.34,7.94
"55700_MAP7D1",7.21,9.02,9.29,8.95,7.55
"55701_ARHGEF40",4.48,4.89,5.44,4.92,4.84
"55715_DOK4",5.62,4.92,4.77,5.01,5.18
"55726_ASUN",4.74,4.86,6.51,5.51,4.49
"55733_HHAT",3.4,3.83,3.29,3.78,4.19
"55754_TMEM30A",5.37,6.72,5.65,6.19,5.69
"55755_CDK5RAP2",5.47,6.37,6.15,7.19,7.05
"55769_ZNF83",4.78,4.84,4.31,4.03,4.33
"55790_CSGALNACT1",3.33,3.58,4.67,4.37,3.37
"55795_PCID2",4.64,4.59,4.56,4.36,3.76
"55809_TRERF1",3.65,4.95,3.72,4.06,2.84
"55814_BDP1",5.09,5.84,4.87,5.27,5.12
"55819_RNF130",6.3,6,6.15,6.08,6.19
"55831_EMC3",7.18,6.87,6.87,8,7.19
"55843_ARHGAP15",3.02,2.86,2.81,2.96,2.9
"55850_USE1",6.68,6.5,7.32,6.81,6.49
"55857_KIZ",4.62,4.94,5.96,4.82,4.88
"55859_BEX1",5.53,5.35,4.58,5.77,6.59
"55872_PBK",6.43,8.04,7.96,8.61,6.37
"55884_WSB2",5.02,6.68,6.71,6.1,6.49
"55885_LMO3",4.13,3.11,3.03,3.39,3.23
"55906_ZC4H2",4.59,4.89,4.98,4.81,4.39
"55907_CMAS",6.74,6.6,6.5,6.12,6.59
"55909_BIN3",6.68,7.12,7.27,7.35,6.68
"55930_MYO5C",6.9,4.82,4.54,4.69,6.55
"55958_KLHL9",6.67,5.73,7.69,8.08,7.68
"55970_GNG12",4.82,6.07,7.49,6.45,4.89
"55975_KLHL7",3.63,4.89,4.5,4.47,4.04
"56255_TMX4",4.38,4.66,5,4.75,4.62
"56271_BEX4",3.7,2.95,2.85,3.04,3.17
"56521_DNAJC12",2.83,2.5,2.59,2.6,2.69
"56603_CYP26B1",4.08,5.4,5.09,4.45,3.79
"56650_CLDND1",5.29,5.91,5.67,4.42,5.29
"56654_NPDC1",7.88,6.18,6.66,6.91,8.26
"56655_POLE4",6.28,7.07,7.02,6.71,6.12
"56683_C21orf59",7.2,8.11,8.06,8.27,8.67
"56704_JPH1",4.28,2.81,2.65,2.81,4.5
"56852_RAD18",3,4.62,4.26,3.95,2.9
"56884_FSTL5",3.3,2.69,2.93,2.87,3.05
"56902_PNO1",4.88,6.19,6.3,4.9,5.22
"56925_LXN",4.29,3.63,2.86,2.49,2.65
"56935_SMCO4",4.76,6.15,6.03,6.15,4.85
"56937_PMEPA1",5.12,5.08,5.46,5.28,5.5
"56938_ARNTL2",5.5,6.26,6.22,6.42,6.05
"56942_CMC2",7.93,7.52,7.55,7.02,6.89
"56947_MFF",4.72,4.71,4.8,4.18,4.27
"56952_PRTFDC1",3.82,4.42,3.59,3.51,3.57
"56954_NIT2",7.81,8.7,8.31,7.82,8.25
"56975_FAM20C",5.62,6.25,7.17,6.38,6.2
"56994_CHPT1",8.02,7.6,6.34,6.01,6.76
"57003_CCDC47",5.7,5.75,4.95,5.11,5.33
"57007_ACKR3",3.29,2.4,2.76,3.16,2.55
"57016_AKR1B10",4.28,3.79,3.92,3.97,3.95
"57037_ANKMY2",4.24,5.09,4.87,4.97,4.73
"57103_TIGAR",6.06,6.43,6.74,6.5,5.38
"57111_RAB25",7.94,5.33,5.69,5.47,8.4
"57118_CAMK1D",4.6,4.41,4.06,5.08,4.46
"57136_APMAP",8.18,8.85,8.99,8.81,8.25
"57142_RTN4",7.7,9.59,9.64,8.45,8.26
"57149_LYRM1",4.7,5.49,5.01,3.62,4.57
"57153_SLC44A2",7.79,8.17,7.26,7.12,8.22
"57167_SALL4",5.84,3.46,4,3.67,3.81
"57181_SLC39A10",3.53,5.88,4.63,4.66,3.3
"57198_ATP8B2",5.52,5.46,6.73,6.48,6.09
"57211_ADGRG6",4.51,5.9,3.21,4.85,5.32
"57214_CEMIP",4,5.78,9.03,5.66,3.83
"57228_SMAGP",7.26,7.77,6.79,6.4,7.47
"57291_DANCR",8.53,7.82,7.42,7.39,7.96
"57333_RCN3",5.55,5.34,5.58,5.88,5.52
"57402_S100A14",9.1,7.09,7.25,6.9,6.88
"57406_ABHD6",5.19,5.29,5.13,5.21,4.74
"57418_WDR18",8.09,8.35,8.73,7.25,8.17
"57451_TENM2",2.55,2.78,6,3.63,3.12
"57460_PPM1H",5.29,4.35,4.87,6.21,6.29
"57464_STRIP2",2.94,4.65,3.11,2.78,2.83
"57476_GRAMD1B",4.46,4.05,3.96,4.33,4.43
"57508_INTS2",5.59,5.58,4.31,4.06,5.16
"57509_MTUS1",3.84,4.26,2.86,3.13,3.83
"57522_SRGAP1",5.15,4.9,4.9,5.31,5.18
"57556_SEMA6A",5.57,5.19,5.37,5.22,5.54
"57565_KLHL14",2.89,3.09,2.8,3.23,2.9
"57568_SIPA1L2",3.42,3.3,5.78,4.47,3.57
"57575_PCDH10",3.16,2.9,3.34,2.86,2.75
"57616_TSHZ3",3.73,3.11,5.77,3.44,3.43
"57619_SHROOM3",4.82,5.79,5.16,4.99,5.15
"57631_LRCH2",2.72,2.83,2.91,3.56,2.69
"57636_ARHGAP23",5.83,7.36,6.8,6.09,6.17
"57648_KIAA1522",6.75,5.96,6.51,7.09,7.51
"57662_CAMSAP3",6.07,4.25,4.37,4.63,6.14
"57685_CACHD1",2.83,2.74,2.64,3.76,2.37
"57708_MIER1",4.22,4.61,5.9,4.54,4.54
"57722_IGDCC4",3.42,3.6,2.72,2.97,2.76
"57761_TRIB3",6.89,7.02,7.23,6.59,7.23
"57801_HES4",7.79,7.84,8.66,8.24,8.78
"57804_POLD4",7.67,7.9,8.46,7.23,8.7
"57820_CCNB1IP1",5.71,7.13,6.68,6.94,5.67
"57834_CYP4F11",6.42,5.23,5.5,5.58,5.64
"58189_WFDC1",4.68,3.93,4.24,4.27,4.56
"58191_CXCL16",7.05,6.07,6.08,6.06,7.83
"58472_SQRDL",4.39,5.88,4.11,3.94,7.56
"58476_TP53INP2",5.43,7.01,6.85,6.29,6.67
"58489_ABHD17C",7.63,7.8,6.11,6.07,5.97
"58495_OVOL2",5.74,5.34,5.33,5.61,6.2
"58515_SELK",5.89,6.98,6.71,6.02,5.74
"58526_MID1IP1",5.93,6.86,6.53,6.36,6.03
"58527_ABRACL",4.91,5.26,4.63,6.26,4.45
"59342_SCPEP1",4.27,4.4,4.53,4.15,4.73
"60312_AFAP1",5.38,7.42,6.92,5.9,5.07
"60370_AVPI1",5.58,5.39,4.98,5.29,5.68
"60488_MRPS35",7.14,7.43,7.36,7.07,7.49
"60496_AASDHPPT",4.61,6.71,6.31,5.99,6
"60592_SCOC",5.54,5.69,5.42,4.59,4.93
"60626_RIC8A",5.76,7.45,6.84,6.52,6.14
"60674_GAS5",8.85,8.62,8.57,7.85,8.27
"63940_GPSM3",5.57,7.14,5.44,5.31,5.76
"63974_NEUROD6",5.46,6.9,6.06,7.34,7.17
"63979_FIGNL1",4.4,5.83,4.65,5.9,5.25
"64005_MYO1G",6.11,5.53,5.56,6.16,5.81
"64083_GOLPH3",6.26,7.65,7.2,7.69,7.12
"64112_MOAP1",4.71,5.01,3.26,4.22,5.16
"64114_TMBIM1",6.39,7.69,7.75,7.19,7.15
"64135_IFIH1",2.96,2.81,2.62,3.94,3.33
"64149_C17orf75",5.19,3.74,4.02,3.33,4.45
"64167_ERAP2",3.86,4.01,5.01,4.14,4.22
"64175_P3H1",6.94,8.2,9.38,8.73,6.72
"64215_DNAJC1",7.24,7.26,6.51,7.93,6.29
"64219_PJA1",5.58,6.39,6.53,5.71,5.14
"64221_ROBO3",4.27,4.69,5.27,3.16,3.68
"64222_TOR3A",5.69,4.91,4.77,4.23,5.47
"64236_PDLIM2",6.42,6.69,9.38,7.4,6.73
"64283_ARHGEF28",3.86,5.27,4.56,5.09,4
"64284_RAB17",7.02,5.65,5.92,6.02,7.6
"64332_NFKBIZ",4.08,5.05,4.26,5.01,3.32
"64333_ARHGAP9",3.39,3.54,3.45,3.88,3.66
"64343_AZI2",5.67,7.03,6.36,7.56,7.31
"64393_ZMAT3",3.06,3.82,4.12,3.67,3.07
"64399_HHIP",3.76,3.27,5.27,3.84,3.36
"64425_POLR1E",6.11,7.53,7.76,9.26,5.85
"64651_CSRNP1",6.01,5.85,6.1,6.38,5.9
"64746_ACBD3",5.06,5.77,6.71,5.75,5.41
"64747_MFSD1",5.18,5.75,6.26,5.43,6.22
"64750_SMURF2",3.22,6.04,3.53,4.84,3.08
"64754_SMYD3",7.01,7.35,7.38,6.57,6.89
"64759_TNS3",4.44,4.38,4.69,3.71,4.54
"64780_MICAL1",3.96,4.84,5.74,4.88,4.51
"64781_CERK",6.45,6.75,8.03,6.97,6.03
"64795_RMND5A",5.84,4.7,4.67,4.09,4.26
"64801_ARV1",3.52,4.18,4.15,4.54,4.78
"64847_SPATA20",7.09,6.88,6.93,5.51,7.65
"64855_FAM129B",7.85,9.67,8.44,8.89,8.2
"64860_ARMCX5",3.89,4.7,3.69,3.85,3.7
"64866_CDCP1",5.01,7.74,4.69,6.76,5.8
"64968_MRPS6",7.35,8.87,8.38,8.05,8.15
"64975_MRPL41",10.05,9.73,9.03,9.7,9.47
"64976_MRPL40",6.19,6.55,7.25,6.39,6.96
"65108_MARCKSL1",9.36,7.94,9.28,9.69,8.81
"65109_UPF3B",4.18,5.04,4,4.34,3.06
"65110_UPF3A",6.8,7.5,7.26,6.99,6.91
"65124_SOWAHC",4.96,5.67,5.17,5.6,4.94
"65265_C8orf33",5.82,5.88,6.03,6.65,6.02
"65981_CAPRIN2",4.09,4.41,4.9,4.56,4.31
"65983_GRAMD3",3.74,5.78,5.1,6.07,4.6
"79009_DDX50",5.32,6.46,5.74,5.96,5.22
"79022_TMEM106C",7.96,7.24,6.67,7.48,9.07
"79027_ZNF655",4.36,6.34,5.08,5.18,4.33
"79037_PVRIG",5.26,5.08,5.14,5.24,5
"79053_ALG8",2.84,3.42,2.87,2.51,2.61
"79058_ASPSCR1",6.27,5.79,5.88,5.9,6.21
"79070_KDELC1",3.97,4.52,5.15,4.78,4.93
"79071_ELOVL6",5.01,6.98,4.56,5.29,3.62
"79083_MLPH",8.18,7.66,7.1,7.72,8.88
"79145_CHCHD7",4.78,4.91,5.3,6.5,5.31
"79152_FA2H",5.49,4.55,4.56,4.72,5.39
"79153_GDPD3",5.04,3.91,3.73,4,4.27
"79158_GNPTAB",2.25,2.18,2.45,2.39,2.34
"79161_TMEM243",5.5,5.94,5.04,4.4,5
"79170_PRR15L",5.49,3.9,3.79,3.81,5.73
"79180_EFHD2",6.41,8.61,8.02,7.55,6.53
"79192_IRX1",4.56,4.58,4.17,4.57,4.52
"79230_ZNF557",4.79,5.44,5.26,5.61,5.58
"79413_ZBED2",3.58,3.47,3.51,3.46,3.3
"79572_ATP13A3",6.59,7.77,8.32,6.88,7.77
"79574_EPS8L3",5.79,4.67,4.62,4.82,4.96
"79586_CHPF",6.08,7.61,6.54,7.43,6.33
"79587_CARS2",6.39,7.54,8.96,7.99,7.06
"79589_RNF128",3.06,2.98,2.71,3.26,3.2
"79621_RNASEH2B",4.02,5.84,4.38,4.11,3.79
"79623_GALNT14",4.72,3.64,3.65,3.84,3.9
"79624_ARMT1",8.37,6.19,6.22,5.87,7.14
"79627_OGFRL1",5.86,9.04,6.13,6.69,5.65
"79646_PANK3",5.19,4.75,5.62,4.77,4.76
"79666_PLEKHF2",5.68,4.17,4.27,4.22,5.72
"79673_ZNF329",4.1,4.35,4.85,4.9,4.99
"79682_CENPU",4.34,5.71,4.45,3.61,4.6
"79686_LINC00341",4.81,5.18,5.06,4.98,4.77
"79690_GAL3ST4",3.94,4.59,6.06,4.91,4.32
"79697_C14orf169",6.12,7.18,5.66,6.61,7.07
"79710_MORC4",4.24,7.33,4.06,4.84,4.82
"79762_C1orf115",3.5,3,2.89,3.06,4.81
"79770_TXNDC15",5.81,6.44,6.95,7.03,6.16
"79772_MCTP1",3.07,3.45,2.82,2.85,2.73
"79774_GRTP1",5.81,4.48,4.4,4.31,5.6
"79776_ZFHX4",4.24,4.29,3.73,4.75,3.89
"79783_SUGCT",3.16,2.87,5.88,3.57,3.38
"79784_MYH14",6.19,5.07,5.36,5.2,5.86
"79801_SHCBP1",7.28,9.18,9.05,8.83,7.7
"79833_GEMIN6",7.74,8.26,7.75,7.01,7.23
"79850_FAM57A",5.92,6.33,6.09,5.93,5.85
"79854_LINC00115",3.44,3.98,3.77,4.26,3.46
"79887_PLBD1",5.75,5.19,4.84,6.97,5.35
"79888_LPCAT1",6.58,6.66,6.25,7.29,6.76
"79892_MCMBP",5.27,6.92,5.71,5.83,5.29
"79901_CYBRD1",4.06,6.02,4.94,4.75,4.88
"79921_TCEAL4",6.69,6.6,6.43,6.71,6.69
"79966_SCD5",4.81,4.09,4.42,4.07,4.12
"79971_WLS",5.23,5.21,5.14,5.75,4.93
"79977_GRHL2",6.34,2.58,2.49,2.66,6.5
"80005_DOCK5",4.47,5.98,7.41,6.58,4.23
"80114_BICC1",2.74,2.7,3.05,3.77,2.82
"80115_BAIAP2L2",6.16,6.34,6.56,7.33,6.78
"80133_MROH9",3.24,2.7,2.27,2.82,3.18
"80144_FRAS1",4.45,3.56,3.66,3.72,3.54
"80145_THOC7",7.08,5.78,5.53,4.93,4.84
"80146_UXS1",5.37,7.14,5.85,5.21,4.87
"80150_ASRGL1",5.42,4.87,4.96,5.47,5.18
"80155_NAA15",4.87,5.87,5.33,5.15,4.45
"80212_CCDC92",6.56,6.88,8,6.72,7.06
"80213_TM2D3",5.32,4.35,5.35,4.81,5.55
"80303_EFHD1",5.5,5.49,6.67,5.64,8.75
"80306_MED28",4.3,4.89,4.26,4.04,4.27
"80307_FER1L4",7.45,6.84,6.76,6.95,6.97
"80314_EPC1",5.47,5.87,5.51,5.87,4.99
"80332_ADAM33",7.39,8.13,8.08,9.08,9.37
"80349_WDR61",6.46,5.61,6.02,5.17,5.77
"80381_CD276",7.79,7.18,7.72,7.51,7.29
"80723_SLC35G2",4.12,4.74,5.11,4.11,3.67
"80727_TTYH3",7.9,8.54,9.49,8.7,7.74
"80774_LIMD2",6.18,6.12,6.01,6.13,5.93
"80781_COL18A1",6.02,5.86,6.08,5.84,5.18
"80830_APOL6",3.99,4.29,4.3,5.48,4.06
"81037_CLPTM1L",8.57,9.46,9.41,9.46,10.04
"81537_SGPP1",7.59,9.33,8.56,8.64,9.2
"81539_SLC38A1",6.1,5.14,5.08,4.91,4.9
"81544_GDPD5",6.39,5.95,6.06,6.2,6.18
"81550_TDRD3",5.68,5.93,5.07,6.19,5.31
"81552_VOPP1",5.29,7.53,7.34,7.44,5.72
"81553_FAM49A",2.5,2.28,2.3,2.5,2.7
"81555_YIPF5",5.35,5.31,6.07,4.92,5.22
"81558_FAM117A",3.24,2.9,3.19,2.89,4.11
"81575_APOLD1",4.14,4.54,4.57,5.86,3.95
"81607_PVRL4",4.98,3.99,4.05,4.29,6.88
"81622_UNC93B1",8.61,8.81,7.67,7.82,8.5
"81631_MAP1LC3B",6.79,7.71,8.3,8.74,7.42
"81671_VMP1",8.51,8.05,7.99,8.26,7.89
"81688_C6orf62",3.91,5.25,4.93,4.94,4.49
"81706_PPP1R14C",5.12,4.53,4.75,4.8,5.03
"81831_NETO2",5.72,3.96,7.9,8.02,4.42
"81848_SPRY4",6.11,7.46,6.45,6.37,5.95
"81853_TMEM14B",6.95,8.92,7.4,6.93,6.31
"81855_SFXN3",6.3,7.19,6.56,5.28,6.89
"81888_HYI",5.13,7.58,6.04,6.45,5.43
"81892_SLIRP",8.19,7.94,7.24,8.22,7.74
"81929_SEH1L",5.53,6.26,5.45,5.7,4.31
"83442_SH3BGRL3",9.5,11.62,11.7,11.37,8.62
"83451_ABHD11",7.52,6.67,6.43,6.24,7.48
"83481_EPPK1",6.84,4.16,4.51,3.64,7
"83543_AIF1L",7.51,5.39,5.56,5.83,6.5
"83593_RASSF5",3.14,3.12,3.06,3.05,3.16
"83604_TMEM47",2.88,2.85,6.74,6.73,2.74
"83638_C11orf68",6.65,7.77,7.67,6.3,6.7
"83641_FAM107B",4.85,5.59,4.78,4.55,5.14
"83648_FAM167A",3.57,3.83,3.7,3.47,3.83
"83692_CD99L2",5.05,6.17,5.85,6.78,5.11
"83706_FERMT3",7.76,7.47,7.48,7.49,7.89
"83871_RAB34",8.36,9.04,8.52,8.14,7.88
"83872_HMCN1",2.66,2.59,3.57,2.93,2.94
"83882_TSPAN10",6.35,5.71,5.91,5.74,6.07
"83930_STARD3NL",3.62,3.78,4.73,3.88,3.48
"83938_C10orf11",4.04,3.6,3.89,4.07,4.07
"83982_IFI27L2",6.68,8.48,7.08,7.22,8.85
"83988_NCALD",5.07,4.45,4.28,5.38,4.86
"83992_CTTNBP2",2.93,2.23,2.35,2.6,2.38
"83998_REG4",4.06,3.53,3.71,3.74,3.79
"84002_B3GNT5",2.6,2.99,2.85,2.94,2.76
"84056_KATNAL1",5.11,7,7.18,7.24,4.62
"84057_MND1",3.46,4.34,3.24,2.61,2.47
"84058_WDR54",6.95,7.39,6.6,6.68,6.63
"84061_MAGT1",4.43,5.79,5.41,5.41,4.47
"84064_HDHD2",5.17,4.67,5.03,4.26,4.85
"84079_ANKRD27",5.36,5.83,5.62,5.35,4.36
"84152_PPP1R1B",5.97,6.18,6.17,6.07,6.14
"84171_LOXL4",4.28,5.36,3.93,3.85,4.13
"84191_FAM96A",8.76,8.4,7.9,7.71,8.33
"84206_MEX3B",4.2,4.19,4.9,5.1,4.36
"84221_SPATC1L",6.69,6.94,6.31,6.44,6.55
"84223_IQCG",3.51,3.2,3.74,3.18,4.42
"84233_TMEM126A",7.08,8.26,8.46,7.49,8.48
"84245_MRI1",6.5,6.6,6.66,6.3,6.05
"84247_LDOC1L",6.43,6.61,7.64,7.18,6.33
"84248_FYTTD1",6.35,4.94,6.96,5.66,7.2
"84268_RPAIN",6.84,7.3,6.61,6.77,6.26
"84270_C9orf89",6.26,7.36,5.25,5.21,5.96
"84275_SLC25A33",4.51,4.77,3.53,5.49,4.77
"84280_BTBD10",5.03,6.1,5.22,5.24,4.74
"84293_FAM213A",7.08,6.14,3.02,4.87,6.46
"84303_CHCHD6",6.39,6.74,6.64,6.51,6.32
"84311_MRPL45",6.54,6.96,6.32,6.08,7.26
"84316_NAA38",7.38,7.68,7.49,7.71,6.88
"84319_CMSS1",6.26,7.53,7.93,7.24,6.06
"84326_C16orf13",7.62,6.88,7.03,6.14,7.12
"84327_ZBED3",5.55,6.51,5.71,5.68,6.44
"84331_FAM195A",7.05,5.68,6.08,6.1,6.88
"84365_NIFK",7.5,8.48,8.12,7.75,6.8
"84418_CYSTM1",6.23,5.71,5.46,6.58,6.96
"84419_C15orf48",2.99,4.71,2.46,2.59,2.63
"84437_MSANTD4",4.21,6.04,5.75,4.61,5.43
"84441_MAML2",4.3,6.81,6.65,6,4.51
"84450_ZNF512",4.69,5.52,4.96,5.17,4.51
"84451_KIAA1804",3.04,3.31,2.61,2.77,3.06
"84525_HOPX",2.89,2.8,2.91,2.84,2.99
"84549_MAK16",6.23,6.61,7.64,8.26,6.41
"84612_PARD6B",5.92,4.06,2.61,2.89,3.78
"84617_TUBB6",5.95,7.37,8.02,6.2,5.91
"84620_ST6GAL2",2.38,2.44,2.73,2.45,2.68
"84634_KISS1R",4.94,4.14,4.13,4.02,4.2
"84641_HIATL1",4.12,5.67,4.66,5.18,4.08
"84662_GLIS2",7.15,7.28,7.38,7.04,7.19
"84676_TRIM63",3.65,3.91,4.02,3.91,4.15
"84706_GPT2",5.13,5.6,6.13,6.13,4.82
"84734_FAM167B",4.5,4.39,4.46,4.55,4.35
"84791_LINC00467",4.37,5.37,4.01,3.78,5.77
"84792_FAM220A",6.05,6.06,6.8,6.26,6.21
"84803_GPAT3",2.68,3.54,2.36,2.28,2.04
"84809_CROCCP2",4.93,5,5.34,4.67,5.27
"84830_ADTRP",3.66,3.53,3.55,3.82,3.57
"84833_USMG5",7.63,8.17,6.88,7.75,6.85
"84836_ABHD14B",7.62,8.16,7.61,7.14,8.52
"84842_HPDL",5.12,4.52,4.77,4.63,4.56
"84888_SPPL2A",8.28,7,7.4,6.13,7.4
"84909_C9orf3",4.6,3.62,4.78,3.77,3.78
"84933_C8orf76",4.99,5.57,5.3,5.16,4.92
"84941_HSH2D",5.07,4.57,4.51,4.4,3.96
"84959_UBASH3B",3.6,3.91,4.03,4.17,3.43
"84962_AJUBA",4.62,7.61,6.74,6.85,5.99
"84969_TOX2",6.21,7.18,5.92,5.73,5.68
"84973_SNHG7",9.47,10.01,8.29,8.14,10.48
"84991_RBM17",5.94,7.24,5.89,7,6.1
"85012_TCEAL3",7.27,7.42,6.87,6.92,6.81
"85014_TMEM141",8.81,7.95,7.76,7.55,9.44
"85016_C11orf70",3.78,3.74,4.29,3.97,4.47
"85025_TMEM60",4.9,5.16,5.8,4.89,5.54
"85027_SMIM3",4.69,5.16,5.52,4.91,6.02
"85236_HIST1H2BK",7.33,7.91,6.43,6.31,8.21
"85301_COL27A1",3.21,4.28,3.89,2.72,3.13
"85360_SYDE1",6.98,8.16,8.44,8.13,6.84
"85377_MICALL1",5.25,6.1,6.98,7,5.58
"85379_KIAA1671",5.48,6.02,4.52,5.46,5.76
"85415_RHPN2",6.88,7.19,6.8,7.13,6.89
"85416_ZIC5",3.27,2.48,3.9,4.12,2.64
"85456_TNKS1BP1",6.57,6.59,7.62,6.97,8.8
"85461_TANC1",4.17,5.93,6.06,4.34,5.01
"85462_FHDC1",5.59,4.47,5.08,5.63,5.22
"87178_PNPT1",5.27,5.77,5.46,5.23,4.16
"89795_NAV3",3.45,4.29,4.34,3.23,3.1
"89927_C16orf45",4.81,5.16,6.76,5.2,4.64
"89944_GLB1L2",6.23,5.39,5.51,5.99,6.19
"89958_SAPCD2",7.82,6.63,6.62,7.06,7.78
"90060_CCDC120",5.13,5.69,4.19,5.14,6.66
"90135_BTBD6",5.63,5.96,6.04,5.61,6.31
"90161_HS6ST2",4.45,3.1,3.63,3.3,3.49
"90411_MCFD2",4.22,7.26,5.8,4.82,4.63
"90576_ZNF799",6.54,6.13,5.8,6.27,6.16
"90627_STARD13",4.41,5.33,5.01,5.62,5.12
"90637_ZFAND2A",6.74,6.9,6.68,6.65,6.75
"90701_SEC11C",3.02,2.8,3.22,2.84,3.26
"90843_TCEAL8",4.73,6.52,6.02,4.99,6.24
"90853_SPOCD1",4.98,5.47,6.9,5.72,5.75
"90874_ZNF697",3.35,4.13,3.66,3.46,3.36
"91057_CCDC34",4.14,4.7,4.18,3.83,4.24
"91156_IGFN1",5.98,5.28,5.91,7.25,5.65
"91419_XRCC6BP1",2.97,3.16,3.04,3.7,3.94
"91543_RSAD2",4.68,4.55,4.72,6.32,4.27
"91607_SLFN11",2.78,2.84,2.8,3.3,3.31
"91612_CHURC1",4.77,4.01,4.05,4.42,5.69
"91624_NEXN",3.18,4.02,5.76,3.07,2.79
"91663_MYADM",6.62,7.02,7.49,6.48,6.4
"91694_LONRF1",4.6,4.31,4.15,4.19,3.84
"91851_CHRDL1",4.89,3.81,3.95,5.83,4.03
"92154_MTSS1L",5.02,4.96,4.83,5.34,5.22
"92235_DUSP27",3.23,2.83,2.96,3.28,2.91
"92241_RCSD1",3.18,3.8,3.07,3.45,3.04
"92558_CCDC64",6.7,5.63,5.63,5.51,7.22
"92597_MOB1B",3.09,4.68,4.03,3.26,3.11
"92609_TIMM50",7.59,7.76,8.02,7.74,7.28
"92737_DNER",3.8,4.03,5.94,4.73,3.98
"92745_SLC38A5",5.57,4.96,5.26,5.26,5.64
"92856_IMP4",8.09,7.73,7.16,6.75,6.53
"93081_TEX30",4.9,6.11,5.58,6.09,5.27
"93099_DMKN",7.03,5.84,5.5,5.99,7.12
"93100_NAPRT",5.55,5.23,6.19,5.3,4.99
"93185_IGSF8",8,8.2,7.92,8,8.45
"93349_SP140L",5.89,5.59,5.87,5.17,5.94
"93621_MRFAP1",8.25,7.99,8.41,7.5,8.92
"93622_LOC93622",7.23,5.78,5.81,6.08,7.25
"93649_MYOCD",3.81,3.55,7.47,3.68,3.73
"94122_SYTL5",2.93,2.64,2.55,2.82,2.71
"94234_FOXQ1",3.29,3.98,3.54,3.27,3.35
"94241_TP53INP1",6.31,5.93,6.18,6.55,6.89
"94274_PPP1R14A",5.93,5.29,5.48,5.39,5.62
"112483_SAT2",6.72,8.19,7.91,8.21,7.78
"112817_HOGA1",4.24,3.39,3.67,3.79,4.1
"112849_L3HYPDH",4.47,4.6,5.67,4.97,4.28
"113146_AHNAK2",5.2,4.58,5.21,6.41,5.09
"113201_CASC4",7.58,8,7.65,6.82,7.76
"113220_KIF12",6.71,7.66,7.52,8.51,8.73
"113246_C12orf57",9.82,9.47,9.01,8.1,8.06
"113402_SFT2D1",5.91,7.44,5.99,5.95,5.37
"113452_TMEM54",8.84,8.34,8.3,7.21,8.64
"113802_HENMT1",6.87,5.33,5.88,6.49,5.05
"114049_WBSCR22",8.37,7.96,8.22,8.48,9.07
"114294_LACTB",4.46,5.4,5.14,4.38,4.42
"114569_MAL2",5.45,2.34,2.21,2.7,5.61
"114757_CYGB",6.87,6.44,6.43,6.25,6.49
"114801_TMEM200A",4.08,2.91,3.23,3.35,3.11
"114818_KLHL29",3.62,4.33,4.4,3.25,3.52
"114908_TMEM123",3.92,5.83,5.96,4.46,4.58
"114915_EPB41L4A-AS1",8.23,7.27,6.99,6.98,7.74
"114926_SMIM19",6.73,6.38,7.17,8.21,8.04
"115207_KCTD12",5.77,6.71,7.24,6.39,5.6
"115426_UHRF2",6.08,6.35,6.87,7.93,6.19
"115701_ALPK2",3.8,4.24,6.37,6.49,3.51
"115908_CTHRC1",2.91,2.75,5.01,3.72,2.78
"116068_LYSMD3",4.69,5.59,5.16,5.21,3.98
"116138_KLHDC3",9.01,8.98,8.82,7.17,8.52
"116151_FAM210B",7.11,7.16,6.65,6.64,7.93
"116238_TLCD1",8.71,7.79,7.29,7.16,8.5
"116362_RBP7",3.21,3.45,3.39,3.48,4.62
"116372_LYPD1",4.74,4.34,4.55,4.54,4.55
"116496_FAM129A",4.66,7.8,6.84,6.9,5.32
"116843_SLC18B1",5.13,4.73,3.36,5.47,5.36
"117145_THEM4",4.35,4.47,4.34,3.08,3.88
"117581_TWIST2",4.52,4.11,6.2,5.93,4.05
